"Example_ID","Language_ID","Sentence","Segmentation","Gloss","Translation","Source","Orig_Segmentation","Orig_Glossing","Orig_Translation","Comment","Morpheme_IDs"
"ikp-103","ikpe1245","kut͡ʃ-ip-lɨ","kut͡ʃ-ip-lɨ","1+2>3-bathe-REC","We bathed him/her.","alves2013verbo[178]","","","","","ikp_12a:1+2>3-X-X"
"ikp-63","ikpe1245","me-mojŋnɨ-lɨ","me-mojŋnɨ-lɨ","2>3-make.happy-REC","You made him happy.","alves2013verbo[184]","","","","","ikp_2a:2>3-X-X"
"ikp-69","ikpe1245","k-ot-mojŋnɨ-lɨ","k-ot-mojŋnɨ-lɨ","1-DETRZ-make.happy-REC","I became happy.","alves2013verbo[185]","","","","","ikp_1sa:1S-ikp_detrz:DETRZ-X-X"
"ikp-51","ikpe1245","ko-wiante-lɨ","ko-wiante-lɨ","1-cool.down-REC","I cooled down.","alves2013verbo[191]","","","","this is actually k-o-wiante with a DETRZ","X-X-X"
"ikp-132","ikpe1245","aŋpi anke-lɨ ga","aŋpi anke-lɨ ga","child spill-REC water","The child spilled the water.","alves2013verbo[123]","","","","","X X-X X"
"ikp-133","ikpe1245","ɨ-roje arimtoŋ-lɨ wot","ɨ-roje arimtoŋ-lɨ wot","1-mother cook-REC fish","My mother cooked the fish.","alves2013verbo[149]","","","","","X-X X-X X"
"ikp-134","ikpe1245","am-lɨ owro","am-lɨ owro","stuff-REC house","S/he stuffed the house.","alves2013verbo[202]","","","","","X-X X"
"ikp-154","ikpe1245","wɨ-t͡ʃiktek-lɨ","wɨ-t͡ʃiktek-lɨ","1+2-urinate-REC","We urinated.","alves2013verbo[206]","","","","","X-X-X"
"ikp-155","ikpe1245","me-wiante-lɨ","me-wiante-lɨ","2-cool.down-REC","You cooled down.","alves2013verbo[185]","","","","","X-X-X"
"ikp-156","ikpe1245","e-wiante-lɨ","e-wiante-lɨ","3-cool.down-REC","S/he cooled down.","alves2013verbo[186]","","","","","X-X-X"
"ikp-104","ikpe1245","kut-wiante-lɨ","kut-wiante-lɨ","1+2-cool.down-REC","We cooled down.","alves2013verbo[185]","","","","","ikp_12a:1+2S-X-X"
"ikp-157","ikpe1245","j-ewiangte-nop-lɨ wok","j-ewiangte-nop-lɨ wok","1>3-cool.down-CAUS-REC porridge.","I cooled down the porridge.","alves2013verbo[225]","","","","","X-X-X-X X"
"ikp-93","ikpe1245","ekerɨ eŋru i-ŋpot-ke-lɨ","ekerɨ eŋru i-ŋpot-ke-lɨ","old eye 3S-blind-ITER-REC","The old man's eye became blind.","alves2013verbo[91--92]","","","","","X X ikp_3sp:3S-X-X-X"
"ikp-50","ikpe1245","e-wiante-lɨ wok","e-wiante-lɨ wok","3-cool.down-REC porridge","The porridge cooled down.","alves2013verbo[116]","","","","","X-X-X X"
"ikp-68","ikpe1245","e-mojŋnɨ-lɨ","e-mojŋnɨ-lɨ","3>3-make.happy-REC","He made him happy.","alves2013verbo[184]","","","","","X-X-X"
"ikp-77","ikpe1245","j-akpilɨ-lɨ","j-akpilɨ-lɨ","3>3-wet-REC","He wetted him.","alves2013verbo[190]","","","","","X-X-X"
"ikp-98","ikpe1245","w-eneŋ-lɨ","w-eneŋ-lɨ","3>2-see-REC","S/he saw you.","alves2013verbo[162]","","","","","ikp_2p:3>2-X-X"
"ikp-102","ikpe1245","kut-mojŋɨ-lɨ","kut-mojŋɨ-lɨ","1+2>3-make.happy-REC","We made him/her happy.","alves2013verbo[176]","","","","","ikp_12a:1+2>3-X-X"
"ikp-135","ikpe1245","t-am-lɨ owro","t-am-lɨ owro","3-stuff-REC house","S/he stuffed the house.","alves2013verbo[202]","","","","","X-X-X X"
"ikp-122","ikpe1245","empaŋ-lɨ petkom tɨ-um-n","empaŋ-lɨ petkom tɨ-um-n","adorn-REC woman COR-son-PERT","The woman adorned her son.","alves2013verbo[90]","","","","","X-X X X-X-X"
"ikp-124","ikpe1245","agu-lɨ wot","agu-lɨ wot","eat-REC fish","S/he ate fish.","alves2013verbo[114]","","","","","X-X X"
"ikp-125","ikpe1245","pugu ɨrɨp-nop-lɨ e-peri-n","pugu ɨrɨp-nop-lɨ e-peri-n","medicine hurt-CAUS-REC 3-wound-PERT","The medicine hurt his/her wound.","alves2013verbo[120]","","","","","X X-X-X X-X-X"
"ikp-67","ikpe1245","wɨ-mojŋnɨ-lɨ","wɨ-mojŋnɨ-lɨ","2>1-make.happy-REC","You made me happy.","alves2013verbo[184]","","","","","ikp_12:2>1-X-X"
"ikp-120","ikpe1245","pɨat agɨŋke-lɨ ugwon agɨŋen","pɨat agɨŋke-lɨ ugwon agɨŋen","shaman cure-REC man sick","The shaman cured the sick man.","alves2013verbo[104]","","","","","X X-X X X"
"ikp-121","ikpe1245","apige-lɨ ugun wam","apige-lɨ ugun wam","scratch-REC DEM DEM.PL","He scratched them.","alves2013verbo[44]","","","","","X-X X X"
"ikp-123","ikpe1245","e-ramku-m agri-me-lɨ ugwon","e-ramku-m agri-me-lɨ ugwon","3-heat-PERT thirst-VBZ-REC man","The man's heat made him thirsty.","alves2013verbo[107]","","","","","X-X-X X-X-X X"
"ikp-109","ikpe1245","ugw-eneŋ-lɨ","ugw-eneŋ-lɨ","3>1+2-see-REC","S/he saw us.","alves2013verbo[173]","","","","","ikp_12:3>1+2-X-X"
"ikp-100","ikpe1245","kur-eneŋ-lɨ","kur-eneŋ-lɨ","1+2>3-see-REC","We saw him/her.","alves2013verbo[172]","","","","","ikp_12a:1+2>3-X-X"
"ikp-25","ikpe1245","i-mtarum-lɨ","i-mtarum-lɨ","3-talk-REC","He talked.","campetela1997analise[110]","","","","","X-X-X"
"ikp-26","ikpe1245","j-ɨnkɨ-lɨ","j-ɨnkɨ-lɨ","3-sleep-REC","He slept.","campetela1997analise[110]","","","","","X-X-X"
"ikp-27","ikpe1245","etpam-lɨ","etpam-lɨ","be.born-REC","He was born","campetela1997analise[110]","","","","","X-X"
"ikp-28","ikpe1245","apronum-lɨ","apronum-lɨ","shake-REC","He trembled.","campetela1997analise[110]","","","","","X-X"
"ikp-57","ikpe1245","i-ŋwo-lɨ nane tae","i-ŋwo-lɨ nane tae","1>3-hunt-REC one macaque","I hunted a macaque.","campetela1997analise[85]","","","","","X-X-X X X"
"ikp-110","ikpe1245","t͡ʃimna m-eneŋ-lɨ","t͡ʃimna m-eneŋ-lɨ","1+3 2>3-see-REC","You saw us.","campetela1997analise[124]","","","","","X X-X-X"
"ikp-112","ikpe1245","t͡ʃimna t-eru-lɨ akari","t͡ʃimna t-eru-lɨ akari","1+3 3>3-give-REC dog","We gave the dog.","campetela1997analise[126]","","","","","X X-X-X X"
"ikp-113","ikpe1245","t͡ʃimna Ø-agu-lɨ egepak tumok","t͡ʃimna Ø-agu-lɨ egepak tumok","1+3 3>3-eat-REC peacock.bass tasty","We ate tasty peacock bass.","campetela1997analise[60]","","","","","X ikp_3p:3>3-X-X X X"
"ikp-146","ikpe1245","empaŋ-lɨ aŋpi","empaŋ-lɨ aŋpi","teach-REC child","He taught the child.","campetela1997analise[122]","","","","","X-X X"
"ikp-145","ikpe1245","anom-lɨ","anom-lɨ","order-REC","He ordered him.","campetela1997analise[122]","","","","","X-X"
"ikp-147","ikpe1245","eneŋ-lɨ akari ogoj","eneŋ-lɨ akari ogoj","see-REC dog snake","The dog saw the snake.","campetela1997analise[123]","","","","","X-X X X"
"ikp-111","ikpe1245","t͡ʃimna o-eneŋ-lɨ","t͡ʃimna o-eneŋ-lɨ","1+3 3>2-see-REC","We saw you.","campetela1997analise[124]","","","","","X X-X-X"
"ikp-78","ikpe1245","aŋpi j-aginum-lɨ","aŋpi j-aginum-lɨ","boy 3-cry-REC","The boy cried.","ikpengpacheco1997[92]","","","","","X X-X-X"
"ikp-79","ikpe1245","t͡ʃileni j-aginum-po-lɨ aŋpi","t͡ʃileni j-aginum-po-lɨ aŋpi","C. 3>3-cry-CAUS-REC boy","Cilene made the boy cry.","ikpengpacheco1997[92]","","","","","X X-X-X-X X"
"ikp-80","ikpe1245","aŋpi aranme-lɨ","aŋpi aranme-lɨ","boy run-REC","The boy ran.","ikpengpacheco1997[92]","","","","","X X-X"
"ikp-1","ikpe1245","k-or-eneŋ-lɨ emɨt enen-pot parap","k-or-eneŋ-lɨ emɨt enen-pot parap","1S_A_-DETRZ-see-REC face see-NMLZ LOC","I saw myself in the mirror.","ikpengpacheco1997[56]","","","","","ikp_1sa:1S-X-X-X X X-X X"
"ikp-141","ikpe1245","akari etpo-tat-ke-lɨ aŋpɨ","akari etpo-tat-ke-lɨ aŋpɨ","dog bite-?-ITER-REC boy","The dog bit the boy.","ikpengpacheco1997[60]","","","","","X X-X-X-X X"
"ikp-143","ikpe1245","ɨ-narut amitke-lɨ ampirak eŋru wok ept͡ʃin pok","ɨ-narut amitke-lɨ ampirak eŋru wok ept͡ʃin pok","1-aunt bite-REC mosquito eye LOC leg LOC","The mosquito bit my aunt on the eye and the leg.","ikpengpacheco1997[89]","","","","","X-X X-X X X X X X"
"ikp-144","ikpe1245","t͡ʃileni et͡ʃi-lɨ kaneta","t͡ʃileni et͡ʃi-lɨ kaneta","C. buy-REC pen","Cilene bought a pen.","ikpengpacheco1997[89]","","","","","X X-X X"
"ikp-142","ikpe1245","ogoj etpo-tat-ke-lɨ aŋpɨ","ogoj etpo-tat-ke-lɨ aŋpɨ","cobra bite-?-ITER-REC boy","The cobra bit the boy.","ikpengpacheco1997[89]","","","","","X X-X-X-X X"
"ikp-8","ikpe1245","j-eneŋ-lɨ","j-eneŋ-lɨ","1>3-see-REC","I saw him/her.","ikpengpacheco2001[70]","","","","","X-X-X"
"ikp-9","ikpe1245","k-aranme-lɨ","k-aranme-lɨ","1-run-REC","I ran","ikpengpacheco2001[70]","","","","","X-X-X"
"ikp-12","ikpe1245","m-eneŋ-lɨ","m-eneŋ-lɨ","2-see-REC","You saw him/her.","ikpengpacheco2001[70]","","","","","X-X-X"
"ikp-23","ikpe1245","ɨ-wowaŋ-ke et͡ʃi-lɨ uro","ɨ-wowaŋ-ke et͡ʃi-lɨ uro","1-sadness-ADVZ be-REC 1SG.PRO","I was sad.","ikpengpacheco2001[114]","","","","","X-X-X X-X X"
"ikp-33","ikpe1245","e-tontïpore-nop-lï","e-tontɨpore-nop-lɨ","3-be.angry-CAUS-REC","He made him angry.","ikpengpacheco2001[190]","e-tontïpore-nop-lï","3A/3P-enlouquecer-TRANS-PAS.IM","Ele o enlouqueceu","","X-X-X-X"
"ikp-34","ikpe1245","Yekomtxipanglï wot","je-komt͡ʃi-pang-lɨ wot","1-cold-VBZ-REC porridge","I cooled the porridge.","ikpengpacheco2001[119]","ye-komtxipang-lï wot","3S-esfriar—pas.im mingau","O mingau esfriou.","","X X"
"ikp-37","ikpe1245","Ø-akpilï-lï","akpilɨ-lɨ","wet-REC","He wetted him.","ikpengpacheco2001[190]","Ø-akpilï-lï","3A/3P-molhar-PAS.IM","Ele o molhou","","X-X-X"
"ikp-53","ikpe1245","ɨ-mano Ø-ajŋku-lɨ itɨŋ wot","ɨ-mano Ø-ajŋku-lɨ itɨŋ wot","1-brother 3-catch-REC much fish","My brother caught a lot of fish.","ikpengpacheco2001[227]","","","","","X-X X-X-X X X"
"ikp-54","ikpe1245","Ø-egakte-lɨ jaj anum-te","Ø-egakte-lɨ jaj anum-te","3-go.out-REC firewood carry-SUP","He went out to carry firewood.","ikpengpacheco2001[213]","","","","","X-X-X X X-X"
"ikp-84","ikpe1245","m-omom-lɨ","m-omom-lɨ","2-enter-REC","You went in.","ikpengpacheco2001[190]","","","","","X-X-X"
"ikp-85","ikpe1245","korotowɨ omom-po-lɨ aŋpi","korotowɨ omom-po-lɨ aŋpi","K. enter-CAUS-REC boy","Korotowï made the boy enter.","ikpengpacheco2001[190]","","","","","X X-X-X X"
"ikp-86","ikpe1245","j-aru-lɨ jaj","j-aru-lɨ jaj","3-burn-REC firewood","The firewood burned.","ikpengpacheco2001[78]","","","","","X-X-X X"
"ikp-87","ikpe1245","petkom j-arup-tompo-lɨ jaj","petkom j-arup-tompo-lɨ jaj","woman 3-burn-CAUS-REC firewood","The woman burned the firewood.","ikpengpacheco2001[78]","","","","","X X-X-X-X X"
"ikp-44","ikpe1245","petkom e-wojŋop-lɨ tɨ-mre-n","petkom e-wojŋop-lɨ tɨ-mre-n","woman 3-clothe-REC COR-son-PERT","The woman clothed her son.","ikpengpacheco2001[102]","","","","originally transcribed with b","X X-X-X X-X-X"
"ikp-6","ikpe1245","ɨ-laktetke-lɨ","ɨ-laktetke-lɨ","1-spit-REC","I spat.","ikpengpacheco2001[65]","","","","","ikp_1p:1S-X-X"
"ikp-14","ikpe1245","w-aginum-lɨ","w-aginum-lɨ","2-cry-REC","You cried.","ikpengpacheco2001[70]","","","","","ikp_2p:2S-X-X"
"ikp-106","ikpe1245","kur-origu-lɨ","kur-origu-lɨ","1+2S_A_-dance-REC","We danced.","ikpengpacheco2001[53]","","","","","ikp_12a:1+2S-X-X"
"ikp-137","ikpe1245","arimtoŋ-lɨ","arimtoŋ-lɨ","cook-REC","He cooked (it).","ikpengpacheco2001[110]","","","","","X-X"
"ikp-138","ikpe1245","aŋpi amotke-lɨ akari","aŋpi amotke-lɨ akari","boy hit-REC dog","The boy hit the dog.","ikpengpacheco2001[267]","","","","","X X-X X"
"ikp-139","ikpe1245","ugwon aŋge-lɨ jana","ugwon aŋge-lɨ jana","man dig-REC hole","The man dug the hole.","ikpengpacheco2001[267]","","","","","X X-X X"
"ikp-140","ikpe1245","iokore anmɨ-lɨ to-e-n","iokore anmɨ-lɨ to-e-n","I. pull-REC COR-tooth-PERT","Iokoré pulled his own tooth.","ikpengpacheco2001[251]","","","","","X X-X X-X-X"
"ikp-164","ikpe1245","aŋpɨ i-kore-lɨ tɨ-mja-rɨ","aŋpɨ i-kore-lɨ tɨ-mja-rɨ","boy 3>3-break-REC COR-hand-PERT","The boy broke his (own) hand.","ikpengpacheco2001[242]","","","","","X X-X-X X-X-X"
"ikp-165","ikpe1245","aŋpi i-mate-lɨ at͡ʃi petkom ɨna","aŋpi i-mate-lɨ at͡ʃi petkom ɨna","boy 3>3-light-REC fire woman OBL","The boy lit the fire for the woman.","ikpengpacheco2001[166]","","","","","X X-X-X X X X"
"ikp-166","ikpe1245","petkom ɨ-n-enen-pɨn Ø-ero-lɨ","petkom ɨ-n-enen-pɨn Ø-ero-lɨ","woman 1-NMLZ-see-NMLZ.PST 3-go-REC","The woman that I saw went.","ikpengpacheco2001[54]","","","","","X X-X-X-X X-X-X"
"ikp-172","ikpe1245","Ø-ero-lɨ","Ø-ero-lɨ","3-go-REC","S/he went.","ikpengpacheco2001[66]","","","","","X-X-X"
"ikp-175","ikpe1245","in-tɨ-lɨ","in-tɨ-lɨ","1>3-play-REC","I played it (flute).","ikpengpacheco2001[269]","","","","","X-X-X"
"ikp-41","ikpe1245","i-woŋ-lɨ","i-woŋ-lɨ","3>3-meet-REC","He met him.","ikpengpacheco2001[69]","","","","","X-X-X"
"ikp-4","ikpe1245","Ø-ot-enen-lɨ","Ø-ot-enen-lɨ","3-DETRZ-see-REC","He/she saw him-/herself.","ikpengpacheco2001[46]","","","","","X-X-X"
"ikp-52","ikpe1245","e-egure-lɨ aʃuka","e-egure-lɨ aʃuka","3-melt-REC sugar","The sugar melted","ikpengpacheco2001[78]","","","","","X-X-X X"
"ikp-148","ikpe1245","t-wo-lɨ korotowɨ tae","t-wo-lɨ korotowɨ tae","3-kill-REC K. capuchin.monkey","Korotowï killed the capuchin monkey.","ikpengpacheco2001[250]","","","","","X-X-X X X"
"ikp-150","ikpe1245","tae t-wo-lɨ korotowɨ","tae t-wo-lɨ korotowɨ","capuchin.monkey 3-kill-REC K.","It was the capuchin monkey that Korotowï killed.","ikpengpacheco2001[250]","","","","","X X-X-X X"
"ikp-29","ikpe1245","Petkom y-arup-tompo-lɨ yay","petkom j-arup-tompo-lɨ jaj","woman 3-burn-CAUS-REC firewood","The woman burned the firewood.","ikpengpacheco2001[78]","Petkom y—arup-tompo-lɨ yay","mulher 3O-queimar—CAUS-REC lenha","A mulher queimou a lenha","","X X-X-X-X X"
"ikp-10","ikpe1245","g-aginum-lɨ","g-aginum-lɨ","1-cry-REC","I cried.","ikpengpacheco2001[70]","","","","","ikp_1p:1S-X-X"
"ikp-13","ikpe1245","m-aranme-lɨ","m-aranme-lɨ","2S_A_-run-REC","You ran.","ikpengpacheco2001[70]","","","","","ikp_2sa:2S-X-X"
"ikp-17","ikpe1245","ugw-aginum-lɨ","ugw-aginum-lɨ","1+2-cry-REC","We cried.","ikpengpacheco2001[70]","","","","","ikp_12:1+2S-X-X"
"ikp-136","ikpe1245","eneŋ-lɨ","eneŋ-lɨ","see-REC","S/he saw him/her.","ikpengpacheco2001[71]","","","","","X-X"
"ikp-149","ikpe1245","korotowɨ t-wo-lɨ tae","korotowɨ t-wo-lɨ tae","K. 3-kill-REC capuchin.monkey","Korotowï killed the capuchin monkey.","ikpengpacheco2001[250]","","","","","X X-X-X X"
"ikp-171","ikpe1245","k-arep-lɨ","k-arep-lɨ","1-come-REC","I came.","ikpengpacheco2001[80]","","","","","X-X-X"
"ikp-105","ikpe1245","kw-aranme-lɨ","kw-aranme-lɨ","1+2S_A_-run-REC","We ran.","ikpengpacheco2001[53]","","","","","ikp_12a:1+2S-X-X"
"ikp-15","ikpe1245","kur-eneŋ-lɨ","kur-eneŋ-lɨ","1+2>3-see-REC","We saw him/her.","ikpengpacheco2001[70]","","","","","X-X-X"
"ikp-11","ikpe1245","ugw-eneŋ-lɨ","ugw-eneŋ-lɨ","2>1-see-REC","You saw me.","ikpengpacheco2001[70]","","","","","ikp_12:2>1-X-X"
"ikp-24","ikpe1245","pomro i-woŋ-getke-lɨ itɨn tae","pomro i-woŋ-getke-lɨ itɨn tae","boy 3-meet-ITER-REC many macaque","The boy met many macaques.","ikpengpacheco2001[67]","Pomro Ø-i-woŋ-getke-lɨ itɨn tae","rapaz 3A-3O-encontrar-ITER-REC muitos macaco","O rapaz encontrou muitos macacos.","","X X-X-X-X X X"
"ikp-163","ikpe1245","ji-momɨ-lɨ ante-t man ɨgemnɨ","ji-momɨ-lɨ ante-t man ɨgemnɨ","1>3-tie-REC fall-NPST PART NEG","I tied it so it wouldn't fall.","ikpengpacheco2001[92]","","","","","X-X-X X-X X X"
"ikp-178","ikpe1245","ɨnj-eŋ-lɨ","ɨnj-eŋ-lɨ","1>3-put-REC","I put it.","ikpengpacheco2001[269]","","","","","X-X-X"
"car-25","cari1279","əji-marə-ne w-a-e","əji-marə-ne w-a-e","2-COM-PL 1-be-NPST","I am with you all.","guerrero2016karihona[42]","","","","","X-X-X X-X-X"
"way-117","waya1269","Hapëita!","h-apəhi-ta","1+2>3-get-MVT","Let's go get it!","wayanatavares2005[228]","","","","","X-X-X"
"apa-211","apal1257","o-ene-no","o-ene-no","1>2-see-IMM","I saw you.","koehn1965verb[5]","","","","","X-X-X"
"kar-65","gali1262","[ʃipʲahkaːe]","si-paʔka-ja","1>3-take.out-NPST","I take it out.","alvarez2016esbozo[23]","","","","","X-X-X"
"kar-35","gali1262","one wara ko raʔa m-oʔ-wo-ja-n se tamusi","one wara ko raʔa m-oʔ-wo-ja-n se tamusi","which like URG again 2S_A_-DETRZ-kill-NPST-UNCERT you.hear old.man","How come you killed yourself, sir?","courtz2008carib[172]","","","","","X X X X kar_2sa:2S-kar_detrz:DETRZ-X-X-X X X"
"kar-37","gali1262","k-one-ja","k-one-ja","2>1-see-NPST","I see you.","hoff1968carib[161]","","","","","kar_12:2>1-X-X"
"mak-79","maqu1238","Wodi tuna e'jiwö nö'töi, ene'majötüdüje.","wori tuna eʔhi=awə n-əʔtə-i Ø-eneʔma-hətp-rɨʔ=he","woman water bank=LOC 3S_P_-go.down-REC.IPFV 3-see-ITER-NMLZ=ATTRZ","A woman went down to the river bank to look.","maquiritaricaceres2011[280]","","","","","X X X=X X-X-X X-X-X-X=X"
"mak-13","maqu1238","k-əne-i","k-əne-i","2>1-see-REC.IPFV","You saw me.","maquiritaricaceres2011[330]","","","","","X-X-X"
"mak-49","maqu1238","ke'jö'töne","k-ehə-hətɨ-tə-ne","1+2-come-ITER-PL-REM.PFV","That's how we came.","maquiritaricaceres2011[237]","","","","","X-X-X-X-X"
"aka-6","akaw1239","kuaija'ne","u-ka-i=saʔne","1-say-REC=EMP","I said (really!).","akawaiocaesar2003[574]","","","","","X-X-X=X"
"mac-62","macu1259","aw-ennaʔpo-ʔpɨ-kon epuʔtɨ-ʔpɨ=i-ja","aw-ennaʔpo-ʔpɨ-kon epuʔtɨ-ʔpɨ=i-ja","2-return-PST-PL know-PST=3-ERG","He knew you all returned.","macushiabbott1991[68]","","","","","X-X-X-X X-X-X-X"
"hix-77","hixk1239","ɨtxokonɨmno","ɨ-t͡ʃokon-ɨmɨno","1-hiccough-IMM","I hiccoughed.","hixkaryanaderby1985[198]","","","","","X-X-X-X"
"hix-71","hixk1239","onokɨ tho mokro mekjano","onokɨ tho mokro m-ekɨ-jano","who DEV MED.DEM.ANIM 2>3-bring-NPST","Who is that poor fellow you are bringing?","hixkaryanaderby1985[59]","","","","","X X X X-X-X"
"pan-77","enap1235","n-ɨkɨtɨ-jah mən eht͡ʃipen asaʔ tje tuʔke","n-ɨkɨtɨ-jah mən eht͡ʃipen asaʔ tje tuʔke","3>3-cut-PST.PFV MED.DEM.INAN fruit two basket full","He cut two baskets full of that fruit.","panarepayne2013[87]","","","","","X-X-X X X X X X"
"aka-17","akaw1239","mörö gaza diegaredong eji","mərə kasa it-ekare-ton esi","MED.DEM.INAN like 3POSS-story-PL 3.be","That is how all of his stories are.","akawaiocaesar2003[363]","","","","","X X X-X-X X"
"aka-20","akaw1239","mörörö era'tö idodo muranï pe ji ji","mərə=rə eraʔtə itoto muranɨ pe esi si","MED.DEM.INAN=EMP become idodo charm ATTRZ 3.be EMP","Well then, the same game charm would backfire and become the killer idodo's charm.","akawaiocaesar2003[306]","","","","","X X X X X X X"
"aka-29","akaw1239","mörö gazarö inggerö igu'ning be eeji a'tai","mərə kasa-rə inke-rə i-kupɨ-nin pe e-esi aʔtai","MED.DEM.INAN like-EMP frequently-EMP 3-do-AGT.NMLZ ATTRZ 2-be if","If you really frequently like to do this kind of thing.","akawaiocaesar2003[309]","","","","","X X-X X-X X-X-X X X-X X"
"aka-30","akaw1239","mörau ganang mang, tok ebanamadok kanang kubi'ta yuzmai'ma, mörö bök eji'ma","mərau kanan man tok epanama-tok kanan kupiʔta jusma-iʔma mərə pək esi-iʔma","there again 3.be 3PL advise.self-NMLZ again herb.charm use-while.ADVZ MED.DEM.INAN occupied.with be-while.ADVZ","There is something again for which they give advice again.","akawaiocaesar2003[311]","","","","","X X X X X-X X X X-X X X X-X"
"kar-36","gali1262","moro sapato moro m-ene-ja iro","moro sapato moro m-ene-ja iro","that shoe MED.DEM.INAN 2>3-see-NPST 3ANA.INAN","The shoe you are seeing.","courtz2008carib[55]","","","","","X X X kar_2a:2>3-X-X X"
"mac-83","macu1259","mɨrɨrɨ e-epɨrema-toʔ eta-ʔpɨ paapaʔ=ja","mɨrɨrɨ e-epɨrema-toʔ eta-ʔpɨ paapaʔ=ja","MED.DEM.INAN 3-pray-NMLZ hear-PST G.=ERG","God heard his prayer (i.e., what he prayed).","macushiabbott1991[69]","","","","","X X-X-X X-X X=X"
"mac-93","macu1259","mɨrɨrɨ j-eʔka mɨ-koneka-tɨ ta-ʔpɨ=i-ja","mɨrɨrɨ j-eʔka mɨ-koneka-tɨ ta-ʔpɨ=i-ja","MED.DEM.INAN LK-like 2-make-IMP.PL say-PST=3-ERG","“You make it like that,” he said.","macushiabbott1991[51]","","","","","X X-X X-X-X X-X=X-X"
"mak-65","maqu1238","Künwanno… ye'kwana weichojo mödö yawö.","kɨnwanno jeʔkwana w-ei-toho mərə jaawə","1+2PL Y. INTR-COP-NMLZ MED.DEM.INAN then","Us… that's the life of the Ye'kwana.","maquiritaricaceres2011[336]","","","","","X X X-X-X X X"
"pem-71","pemo1248","Mörö töpai Jesús do'koi burro müre enepü'pö to'da.","mərə tə-pai jesus j-oʔkoi burro mɨre enepɨ-ʔpə toʔ=ja","MED.DEM.INAN there-ABL J. LK-to donkey son bring-PST 3PL=ERG","From there they brought the donkey to Jesus.","swiggers2010gramatica[188]","","","","","X X-X X X-X X X X-X X=X"
"tri-106","trio1238","mərə=pona wɨ-tə-e t-ənə-e","mərə=pona wɨ-tə-e t-ənə-e","MED.DEM.INAN=ALL 1-go-NPST 3-eat.meat-SUP","I am going over there to eat meat.","triocarlin2004[231]","","","","","X=X X-X-X X-X-X"
"pem-44","pemo1248","muere-te eke masa, ayekonekataina","mərə-tə eʔ-kə masa aj-ekoneka-ta-ina","DEM-LOC be-IMP yet 1>2-do-MVT-FUT","Wait, stay here, I'll (come) take care of you soon.","pemondearmellada1994[131]","","","","","X-X X-X X pem_2p:1>2-X-X-X"
"pem-28","pemo1248","mərə arimaraka-ja pedro eʔka-ʔpə","mərə arimaraka-ja pedro eʔka-ʔpə","MED.DEM.ANIM dog-ERG P. bite-PST","That dog bit Pedro.","swiggers2010gramatica[108]","","","","","X X-X X X-X"
"pem-88","pemo1248","i-wenumɨ-tuʔka-ʔpə ij-aʔrə rə","i-wenumɨ-tuʔka-ʔpə ij-aʔrə rə","3-sleep-ITER-PST 3-with EMP","He fell back into a deep sleep.","swiggers2010gramatica[131]","","","","","X-X-X-X X-X X"
"mak-73","maqu1238","kanno müdesi'chö wekato'komo","kanno mɨresi-ʔt͡ʃə weka-toho=komo","PROX.DEM.ANIM.PL boys-DIM defecate-NMLZ=PL","so the boys can defecate","maquiritaricaceres2011[422]","","","","","X X-X X-X=X"
"pan-124","enap1235","j-oromaepu jawo w-ɨtɨtjunka-saʔ kəh pragedes","j-oromaepu jawo w-ɨtɨtjunka-saʔ kəh pragedes","3-speak during S_A_-be.denied.sleep-PTCP.PST PROX.DEM.ANIM P.","Due to talking all night, Pragedes was denied sleep.","panarepayne2013[294]","","","","","X-X X X-X-X X X"
"ing-161","inga1250","se lapis e-tɨrawasoma-toʔ ke","se lapis e-tɨrawasoma-toʔ ke","PROX.DEM.INAN pencil DETRZ-work-NMLZ INS","(this is our) writing tool","cruz2005fonologia[327]","","","","","X X X-X-X X"
"kahura-7","nucl1656","isinấnko léha, tikiñấ iñấrâ, iñálâ uhunấmi, togíntiha, iréhuja, ilá, ilá, ilá, tuhúru titalâpégiñe isinâgkóigo, tâhetaléni kakấho.","isi-nɨn-ko leha tikiɲɨ i-ɲɨɣɨ iɲalɨ uhu-nɨmi toŋinti-ha iɣe-huɟa ila ila ila tuhuɣu tita-lɨ-peŋiɲe isi-nɨŋ-ko-iŋo tɨ-het-ale-ni kakɨho","come-PNCT-PL CPL guest be-PNCT NEG know-PNCT hidden-AFF PROX.DEM.INAN-amidst there there there many.together there-NMLZ-ABL come-PNCT-PL-FUT PTCP-shout-ADVZ.while-PL running","They come, they're the guests, no one knows, hidden, there from the middle of the bush, there, there, there, many together from there will come, screaming and running.","franchetto1986kuikurotexts[15]","","","eles vêm, são os convidados, ninguem sabe, de escondido, Lá do meio do mato, lá,lá,lá, muitos juntos de lá virão, gritando e correndo.","","X-X-X X X X-X X X-X X-X X-X X X X X X-X-X X-X-X-X X-X-X-X X"
"mak-74","maqu1238","Se'koto'kö cablemmödö a'ke naawü, edö tüdütojo","seʔkə-ato-ʔkə cable mərə aʔke na ewɨ erə t-ɨrɨ-toho","small-NMLZ-DIM cable MED.DEM.INAN nothing 3.be 1PRO PROX.DEM.INAN 3-make-NMLZ","I need a small cable, to do this.","maquiritaricaceres2011[353]","","","","","X-X-X X X X X X X X-X-X"
